Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP
FDB58,10.5,Regular,Snack Foods,143.7154
FDN45,19.35,Low Fat,Snack Foods,224.8088
FDZ45,14.1,Low Fat,Snack Foods,198.9084
FDJ38,8.6,Regular,Canned,188.753
NCT06,17.1,Low Fat,Household,166.4842
FDU21,17.1,Regular,Snack Foods,32.8558
NCP30,20.5,Low Fat,Household,38.9822
FDR27,15.1,Regular,Meat,134.4942
FDW39,6.69,Regular,Meat,176.937
DRZ24,6.69,Low Fat,Soft Drinks,121.044
FDK21,7.905,Low Fat,Snack Foods,250.7408
FDJ04,18,Low Fat,Frozen Foods,118.5124
FDZ13,7.84,Regular,Canned,50.835
FDS16,15.15,Regular,Frozen Foods,144.676
FDD56,15.2,Regular,Fruits and Vegetables,175.8054
FDI57,19.85,Low Fat,Seafood,197.2768
FDQ12,19.85,Low Fat,Baking Goods,231.601
FDI56,7.325,Low Fat,Fruits and Vegetables,91.3146
NCT42,5.88,Low Fat,Household,148.4392
FDM25,10.695,Regular,Breakfast,174.7712
DRB25,10.695,Low Fat,Soft Drinks,106.0938
NCY30,20.25,Low Fat,Household,179.5976
FDD44,8.05,Regular,Fruits and Vegetables,257.0646
FDK45,11.65,Low Fat,Seafood,112.186
FDN45,19.35,Low Fat,Snack Foods,222.6088
FDQ09,7.235,Low Fat,Snack Foods,115.8834
FDC17,12.15,Low Fat,Frozen Foods,209.9928
FDD45,8.615,low fat,Fruits and Vegetables,94.1436
FDD41,6.765,Regular,Frozen Foods,105.0306
FDU46,10.3,Regular,Snack Foods,87.254
FDO45,13.15,Regular,Snack Foods,89.4856
FDG41,8.84,Regular,Frozen Foods,109.5228
DRC13,8.26,Regular,Soft Drinks,122.573
FDX50,20.1,Low Fat,Dairy,108.9228
FDK56,9.695,Low Fat,Fruits and Vegetables,185.1898
FDN57,18.25,Low Fat,Snack Foods,140.9154
FDX03,18.25,Regular,Meat,44.4744
NCU17,5.32,Low Fat,Health and Hygiene,101.7674
FDL14,8.115,Regular,Canned,157.3972
NCU18,15.1,Low Fat,Household,139.8496
NCH43,8.42,Low Fat,Household,215.9192
FDH41,9,Low Fat,Frozen Foods,216.2534
FDS28,8.18,Regular,Frozen Foods,57.3588
FDG02,8.18,Low Fat,Canned,191.4188
FDS40,15.35,Low Fat,Frozen Foods,36.719
FDD10,20.6,Regular,Snack Foods,177.0344
DRQ35,9.3,Low Fat,Hard Drinks,124.4388
NCL05,19.6,Low Fat,Health and Hygiene,42.877
FDJ48,11.3,Low Fat,Baking Goods,247.8118
FDV21,11.3,Low Fat,Snack Foods,124.8704
FDJ26,15.3,Regular,Canned,215.5218
NCN05,8.235,Low Fat,Health and Hygiene,184.495
FDK09,15.2,Low Fat,Snack Foods,228.5352
FDM56,15.2,low fat,Fruits and Vegetables,110.9912
DRF25,9,Low Fat,Soft Drinks,37.019
FDG14,9,Regular,Canned,150.9024
FDZ31,15.35,Regular,Fruits and Vegetables,190.8504
FDU21,15.35,Regular,Snack Foods,35.0558
FDC57,20.1,Regular,Fruits and Vegetables,193.382
FDU46,10.3,Regular,Snack Foods,87.854
FDU22,12.35,Low Fat,Snack Foods,118.7124
DRG23,8.88,Low Fat,Hard Drinks,152.5682
FDR23,15.85,Low Fat,Breads,176.437
FDI14,14.1,Low Fat,Canned,140.1496
NCN42,20.25,Low Fat,Household,148.6418
NCM41,16.5,Low Fat,Health and Hygiene,93.612
FDT55,13.6,Regular,Fruits and Vegetables,156.7946
DRY23,13.6,Regular,Soft Drinks,42.9112
FDL46,20.35,Low Fat,Snack Foods,119.5466
FDQ57,7.275,Low Fat,Snack Foods,145.076
FDQ16,19.7,Low Fat,Frozen Foods,109.2912
FDZ52,19.7,Low Fat,Frozen Foods,109.1886
FDL16,19.7,Low Fat,Frozen Foods,47.106
NCX18,14.15,Low Fat,Household,196.811
FDM34,19,Low Fat,Snack Foods,130.8626
FDG60,19,Low Fat,Baking Goods,234.5616
NCA06,20.5,Low Fat,Household,37.119
DRD12,6.96,Low Fat,Soft Drinks,89.9146
FDP04,15.35,Low Fat,Frozen Foods,62.5168
FDS04,10.195,Regular,Frozen Foods,142.2838
FDQ13,10.195,Low Fat,Canned,82.9908
FDU59,5.78,Low Fat,Breads,162.8552
DRG11,6.385,Low Fat,Hard Drinks,108.2596
FDA36,6.385,Low Fat,Baking Goods,184.9924
FDA15,9.3,Low Fat,Dairy,248.5092
FDZ03,13.65,Regular,Dairy,188.024
FDJ16,9.195,Low Fat,Frozen Foods,59.0246
FDZ12,9.17,Low Fat,Baking Goods,141.747
FDH09,12.6,Low Fat,Seafood,53.2982
FDT13,14.85,Low Fat,Canned,188.7214
FDU20,19.35,Regular,Fruits and Vegetables,120.5098
DRH25,18.7,Low Fat,Soft Drinks,52.2324
FDK26,5.46,Regular,Canned,187.624
FDU32,8.785,Low Fat,Fruits and Vegetables,120.9414
FDI22,12.6,Low Fat,Snack Foods,210.8612
NCB54,8.76,Low Fat,Health and Hygiene,127.3336
FDX46,12.3,Regular,Snack Foods,58.7562
NCC07,19.6,Low Fat,Household,103.1964
FDQ34,19.6,Low Fat,Snack Foods,105.5622
FDM16,8.155,Regular,Frozen Foods,76.2354
FDJ55,8.155,Regular,Meat,223.8404
DRI01,7.97,Low Fat,Soft Drinks,171.2422
FDD50,18.85,Low Fat,Canned,167.6132
FDJ08,11.1,Low Fat,Fruits and Vegetables,191.5846
NCK18,9.6,Low Fat,Household,164.6184
FDQ14,9.27,Low Fat,Dairy,148.105
FDS51,13.35,Low Fat,Meat,61.2194
FDA04,11.3,Regular,Frozen Foods,260.8962
FDP10,19,Low Fat,Snack Foods,107.6622
FDT36,12.3,Low Fat,Baking Goods,35.6874
FDH38,6.425,Low Fat,Canned,118.3808
FDC16,11.5,Regular,Dairy,84.954
FDF17,5.19,Low Fat,Frozen Foods,195.911
FDU23,12.15,Low Fat,Breads,163.5184
FDB34,15.25,Low Fat,Snack Foods,86.6198
FDW26,11.8,Regular,Dairy,221.6772
FDP45,15.7,Regular,Snack Foods,253.4724
FDD38,16.75,Regular,Canned,103.5674
FDM60,10.8,Regular,Baking Goods,42.2138
FDW26,11.8,Regular,Dairy,220.3772
FDV51,11.8,Low Fat,Meat,166.1842
FDT33,7.81,Regular,Snack Foods,168.7158
FDQ40,11.1,Regular,Frozen Foods,177.2712
FDX40,12.85,Low Fat,Frozen Foods,38.3164
FDU31,10.5,Regular,Fruits and Vegetables,216.7508
DRJ01,6.135,Low Fat,Soft Drinks,161.0236
FDP11,6.135,Low Fat,Breads,216.9166
NCN43,6.135,Low Fat,Others,125.173
FDA15,9.3,Low Fat,Dairy,249.6092
FDO04,16.6,Low Fat,Frozen Foods,54.6614
NCF43,8.51,Low Fat,Household,142.947
NCI17,8.645,Low Fat,Health and Hygiene,95.441
FDY47,8.6,Regular,Breads,128.831
FDF20,8.6,Low Fat,Fruits and Vegetables,196.4768
NCS53,14.5,Low Fat,Health and Hygiene,158.4604
FDK38,6.65,Low Fat,Canned,149.5734
FDW43,20.1,Regular,Fruits and Vegetables,225.9036
FDV57,15.25,Regular,Snack Foods,179.266
FDX26,17.7,Low Fat,Dairy,182.3292
FDR04,7.075,Low Fat,Frozen Foods,97.3068
FDP19,11.5,Low Fat,Fruits and Vegetables,129.3652
FDT07,5.82,Regular,Fruits and Vegetables,254.533
DRB24,8.785,Low Fat,Soft Drinks,155.1656
FDB36,5.465,Regular,Baking Goods,129.1626
NCE07,5.465,Low Fat,Household,140.9154
FDI16,5.465,Regular,Frozen Foods,52.564
FDP45,15.7,Regular,Snack Foods,252.2724
NCC43,7.39,low fat,Household,251.9066
FDQ23,7.39,Low Fat,Breads,102.9332
FDW24,6.8,Low Fat,Baking Goods,48.6034
FDW09,6.8,Regular,Snack Foods,80.2302
FDN10,11.5,Low Fat,Snack Foods,120.2124
FDE23,17.6,Regular,Starchy Foods,45.606
FDV16,7.75,Regular,Frozen Foods,34.9558
FDF12,7.75,Low Fat,Baking Goods,148.6076
FDN21,18.6,Low Fat,Snack Foods,161.8236
DRC25,5.73,Low Fat,Soft Drinks,86.0882
NCP18,12.15,Low Fat,Household,149.0708
FDW60,5.44,Regular,Baking Goods,174.637
FDY04,17.7,Regular,Frozen Foods,165.021
NCJ31,17.7,Low Fat,Others,240.6196
FDU13,8.355,Low Fat,Canned,145.6418
NCQ18,15.75,Low Fat,Household,101.37
FDV25,5.905,low fat,Canned,221.5456
NCE30,16,Low Fat,Household,210.3902
NCN42,20.25,Low Fat,Household,148.9418
FDW25,5.175,Low Fat,Canned,83.4224
FDS49,9,Low Fat,Canned,77.2644
FDN34,15.6,Regular,Snack Foods,168.2132
FDS45,5.175,Regular,Snack Foods,107.7622
NCL53,5.175,Low Fat,Health and Hygiene,175.4028
FDT38,18.7,Low Fat,Dairy,83.3566
NCX06,17.6,Low Fat,Household,182.6976
NCY17,18.2,Low Fat,Health and Hygiene,43.5086
NCO18,13.15,Low Fat,Household,179.5686
FDY47,8.6,Regular,Breads,130.231
FDF57,8.6,Regular,Fruits and Vegetables,168.6448
FDS26,20.35,Low Fat,Dairy,262.1594
NCL17,7.39,Low Fat,Health and Hygiene,140.6812
NCB18,19.6,Low Fat,Household,88.7514
FDA50,16.25,Low Fat,Dairy,95.441
DRE13,6.28,Low Fat,Soft Drinks,86.5198
DRE60,9.395,Low Fat,Soft Drinks,226.072
FDB20,7.72,Low Fat,Fruits and Vegetables,79.1986
NCS18,12.65,Low Fat,Household,106.4938
FDH19,12.65,Low Fat,Meat,175.1738
FDS47,16.75,Low Fat,Breads,88.7856
FDC09,15.5,Regular,Fruits and Vegetables,102.3332
DRG23,8.88,Low Fat,Hard Drinks,153.3682
FDU34,18.25,Low Fat,Snack Foods,126.3046
FDZ40,8.935,Low Fat,Frozen Foods,52.9298
NCE30,16,Low Fat,Household,210.7902
FDA44,19.7,Low Fat,Fruits and Vegetables,55.093
FDB32,20.6,Low Fat,Fruits and Vegetables,93.9778
NCO06,19.25,Low Fat,Household,32.4558
FDY44,14.15,Regular,Fruits and Vegetables,198.311
FDG10,6.63,Regular,Snack Foods,58.2588
FDF38,11.8,Regular,Canned,39.6138
FDW59,11.8,Low Fat,Breads,85.9566
FDP34,12.85,Low Fat,Snack Foods,155.563
FDZ26,11.6,Regular,Dairy,239.8222
FDH17,11.6,Regular,Frozen Foods,97.0726
FDU44,12.15,Regular,Fruits and Vegetables,161.0552
FDS23,4.635,Low Fat,Breads,128.2994
DRE03,19.6,Low Fat,Dairy,48.5718
FDY57,20.2,Regular,Snack Foods,95.0752
FDH50,20.2,Regular,Canned,185.2266
DRY23,9.395,Regular,Soft Drinks,44.6112
FDT27,11.395,Regular,Meat,232.8616
FDB38,19.5,Regular,Canned,158.792
FDY16,18.35,Regular,Frozen Foods,184.4266
FDG33,5.365,Regular,Seafood,173.4764
FDN04,11.8,Regular,Frozen Foods,180.4344
FDJ48,11.3,Low Fat,Baking Goods,247.5118
NCC07,19.6,Low Fat,Household,104.0964
FDI35,14,Low Fat,Starchy Foods,182.0634
DRH49,19.7,Low Fat,Soft Drinks,84.3592
NCG07,12.3,Low Fat,Household,191.253
FDA22,7.435,Low Fat,Starchy Foods,165.2158
FDA33,6.48,Low Fat,Snack Foods,146.9076
FDV03,17.6,Low Fat,Meat,154.6314
FDP27,8.155,Low Fat,Meat,188.453
FDZ20,16.1,Low Fat,Fruits and Vegetables,253.4356
FDR56,15.5,Regular,Fruits and Vegetables,199.0768
NCV41,15.5,Low Fat,Health and Hygiene,109.3228
FDU11,4.785,Low Fat,Breads,121.0098
NCB30,14.6,Low Fat,Household,197.1084
FDX23,6.445,Low Fat,Baking Goods,95.4436
FDY24,4.88,Regular,Baking Goods,55.0298
FDZ37,8.1,Regular,Canned,88.5198
FDL10,8.395,Low Fat,Snack Foods,97.9042
NCE18,10,Low Fat,Household,250.175
FDY60,10,Regular,Baking Goods,143.8128
FDT24,12.35,Regular,Baking Goods,77.1328
NCV06,11.3,Low Fat,Household,192.4478
FDP51,11.3,Regular,Meat,119.6124
FDU49,19.5,Regular,Canned,85.754
FDQ16,19.7,Low Fat,Frozen Foods,110.3912
FDV16,7.75,Regular,Frozen Foods,32.6558
FDL36,15.1,Low Fat,Baking Goods,88.483
FDE09,15.1,Low Fat,Fruits and Vegetables,111.5228
NCV54,11.1,Low Fat,Household,116.6124
FDH27,7.075,Low Fat,Dairy,142.0128
FDF33,7.97,Low Fat,Seafood,108.4596
NCP18,12.15,Low Fat,Household,151.0708
FDZ45,14.1,Low Fat,Snack Foods,200.4084
FDU25,14.1,Low Fat,Canned,56.2246
FDQ40,11.1,Regular,Frozen Foods,175.8712
DRD25,11.1,Low Fat,Soft Drinks,111.686
FDJ57,7.42,Regular,Seafood,186.5582
FDT43,16.35,Low Fat,Fruits and Vegetables,52.1324
FDH44,19.1,Regular,Fruits and Vegetables,146.8418
FDR31,19.1,Regular,Fruits and Vegetables,143.8102
FDQ27,5.19,Regular,Meat,102.899
DRK13,11.8,Low Fat,Soft Drinks,200.2084
FDB04,11.35,Regular,Dairy,87.9856
NCI54,15.2,low fat,Household,109.6912
FDP19,11.5,Low Fat,Fruits and Vegetables,128.8652
FDB37,20.25,Regular,Baking Goods,240.8538
NCR05,10.1,Low Fat,Health and Hygiene,196.5084
FDZ15,13.1,Low Fat,Dairy,120.1782
NCQ29,12,Low Fat,Health and Hygiene,259.5278
FDL04,19,Low Fat,Frozen Foods,106.5622
DRH49,19.7,Low Fat,Soft Drinks,83.8592
FDT07,19.7,Regular,Fruits and Vegetables,256.133
NCI55,18.6,Low Fat,Household,120.9414
FDP19,11.5,Low Fat,Fruits and Vegetables,129.0652
FDV45,16.75,Low Fat,Snack Foods,187.9556
FDG26,18.85,Low Fat,Canned,254.433
DRJ01,6.135,Low Fat,Soft Drinks,161.5236
FDD14,20.7,Low Fat,Canned,184.4266
DRH37,17.6,Low Fat,Soft Drinks,165.4526
NCD18,16,Low Fat,Household,228.3668
NCE55,8.92,Low Fat,Household,176.837
NCQ43,17.75,Low Fat,Others,108.8912
FDC41,15.6,Low Fat,Frozen Foods,78.167
DRL01,15.6,Regular,Soft Drinks,232.9958
FDX48,17.75,Regular,Baking Goods,154.6656
DRC25,5.73,Low Fat,Soft Drinks,85.5882
DRF48,5.73,Low Fat,Soft Drinks,188.1898
NCB43,20.2,Low Fat,Household,187.6898
FDG44,20.2,Low Fat,Fruits and Vegetables,55.7298
FDD35,12.15,Low Fat,Starchy Foods,119.244
FDC02,21.35,Low Fat,Canned,260.4278
FDU51,20.2,Regular,Meat,175.5028
NCC19,6.57,Low Fat,Household,193.982
FDJ60,19.35,Regular,Baking Goods,166.9184
NCI29,8.6,Low Fat,Health and Hygiene,143.2154
NCF43,8.51,Low Fat,Household,142.247
FDY08,8.51,Regular,Fruits and Vegetables,141.5838
FDD17,7.5,Low Fat,Frozen Foods,237.1906
FDK41,14.3,Low Fat,Frozen Foods,86.0224
DRN59,15,Low Fat,Hard Drinks,45.506
FDR60,14.3,Low Fat,Baking Goods,75.7328
DRO47,10.195,Low Fat,Hard Drinks,112.486
FDF26,6.825,Regular,Canned,154.9998
FDQ12,12.65,Low Fat,Baking Goods,231.401
NCO29,11.15,Low Fat,Health and Hygiene,164.0526
DRF03,19.1,Low Fat,Dairy,42.4138
FDU48,18.85,Low Fat,Baking Goods,131.4284
DRE03,19.6,Low Fat,Dairy,45.5718
FDX55,15.1,Low Fat,Fruits and Vegetables,217.3166
FDP38,15.1,Low Fat,Canned,51.6008
FDZ19,6.425,Low Fat,Fruits and Vegetables,175.5712
NCU54,8.88,Low Fat,Household,209.627
FDY36,12.3,Low Fat,Baking Goods,73.738
FDL16,12.85,Low Fat,Frozen Foods,46.406
FDW31,11.35,Regular,Fruits and Vegetables,197.9742
DRK49,11.35,Low Fat,Soft Drinks,40.9138
FDC08,19,Regular,Fruits and Vegetables,228.372
FDO56,10.195,Regular,Fruits and Vegetables,115.5808
NCV53,8.27,Low Fat,Health and Hygiene,238.088
FDA35,14.85,Regular,Baking Goods,124.1072
FDL40,14.85,Low Fat,Frozen Foods,98.241
FDJ04,18,Low Fat,Frozen Foods,117.2124
FDA31,7.1,Low Fat,Fruits and Vegetables,172.108
FDX24,8.355,Low Fat,Baking Goods,94.0462
FDQ59,9.8,Regular,Breads,84.6908
FDF45,18.2,Regular,Fruits and Vegetables,60.0904
FDH05,18.2,Regular,Frozen Foods,229.7984
NCZ54,14.65,Low Fat,Household,161.9552
FDW01,14.65,Low Fat,Canned,154.4682
FDX36,9.695,Regular,Baking Goods,224.0404
NCO55,9.695,Low Fat,Others,106.6938
FDL13,13.85,Regular,Breakfast,233.83
FDV16,7.75,Regular,Frozen Foods,35.7558
FDN04,11.8,Regular,Frozen Foods,178.5344
NCH06,12.3,Low Fat,Household,247.146
FDA40,16,Regular,Frozen Foods,88.9856
NCS05,11.5,Low Fat,Health and Hygiene,131.3942
FDM15,11.5,Regular,Meat,151.8366
FDK04,7.36,Low Fat,Frozen Foods,56.3588
FDI58,7.64,Regular,Snack Foods,91.212
FDB33,17.75,Low Fat,Fruits and Vegetables,158.1262
FDJ45,17.75,Low Fat,Seafood,34.8216
NCO05,7.27,Low Fat,Health and Hygiene,100.5384
NCE31,7.67,Low Fat,Household,33.2216
FDL34,16,Low Fat,Snack Foods,143.1496
FDV07,9.5,Low Fat,Fruits and Vegetables,111.1228
FDX19,19.1,Low Fat,Fruits and Vegetables,233.8958
FDO48,15,Regular,Baking Goods,219.8456
FDK40,7.035,Low Fat,Frozen Foods,262.691
FDY19,19.75,Low Fat,Fruits and Vegetables,117.2466
FDS16,19.75,Regular,Frozen Foods,145.276
FDS02,19.75,Regular,Dairy,196.4794
FDM51,11.8,Regular,Meat,102.5674
FDW02,11.8,Regular,Dairy,126.2704
FDS31,11.8,Regular,Fruits and Vegetables,178.5318
DRF03,19.1,Low Fat,Dairy,40.3138
FDW21,5.34,Regular,Snack Foods,99.5358
FDP07,18.2,Low Fat,Fruits and Vegetables,197.111
NCZ17,12.15,Low Fat,Health and Hygiene,38.6506
FDP60,17.35,Low Fat,Baking Goods,99.2016
FDG58,10.695,Regular,Snack Foods,156.8972
FDI60,7.22,Regular,Baking Goods,62.351
FDI20,19.1,Low Fat,Fruits and Vegetables,209.2586
DRC13,8.26,Regular,Soft Drinks,124.673
DRA24,8.26,Regular,Soft Drinks,163.2868
FDW52,14,Regular,Frozen Foods,164.2526
FDN38,6.615,Regular,Canned,251.8408
DRI49,14.15,Low Fat,Soft Drinks,82.9276
FDW26,11.8,Regular,Dairy,221.1772
FDA28,11.8,Regular,Frozen Foods,125.7362
FDZ52,19.2,Low Fat,Frozen Foods,112.6886
FDU39,18.85,Low Fat,Meat,58.1562
FDR25,17,Regular,Canned,265.1884
FDM44,12.5,Low Fat,Fruits and Vegetables,102.899
FDA50,12.5,Low Fat,Dairy,98.141
FDJ38,8.6,Regular,Canned,189.753
DRM47,9.3,Low Fat,Hard Drinks,192.9846
NCO05,7.27,Low Fat,Health and Hygiene,98.4384
FDU21,11.8,Regular,Snack Foods,34.9558
FDF32,16.35,Low Fat,Fruits and Vegetables,198.5426
FDM27,16.35,Regular,Meat,156.3946
FDL33,16.35,Low Fat,Snack Foods,194.4452
FDO60,20,Low Fat,Baking Goods,43.7086
NCJ30,5.82,Low Fat,Household,169.379
NCI42,18.75,Low Fat,Household,208.3954
FDU37,9.5,Regular,Canned,77.896
FDV08,9.5,Low Fat,Fruits and Vegetables,43.5454
NCA29,10.5,Low Fat,Household,171.6106
FDD16,20.5,Low Fat,Frozen Foods,72.9696
FDB35,12.3,Regular,Starchy Foods,92.5804
FDS31,13.1,Regular,Fruits and Vegetables,180.3318
NCA53,11.395,Low Fat,Health and Hygiene,47.2034
NCD19,8.93,Low Fat,Household,56.4614
FDP07,18.2,Low Fat,Fruits and Vegetables,195.111
FDA44,19.7,Low Fat,Fruits and Vegetables,55.993
FDI14,14.1,Low Fat,Canned,140.0496
FDJ14,7.67,Regular,Canned,78.896
FDY44,14.15,Regular,Fruits and Vegetables,195.111
FDZ26,11.6,Regular,Dairy,239.6222
FDG26,18.85,Low Fat,Canned,257.633
FDN34,15.6,Regular,Snack Foods,169.2132
DRG11,6.385,Low Fat,Hard Drinks,109.0596
FDH20,16.1,Regular,Fruits and Vegetables,97.141
FDX09,9,Low Fat,Snack Foods,178.137
FDS09,9,Regular,Snack Foods,51.3008
NCJ43,6.635,Low Fat,Household,174.0396
NCR05,6.635,Low Fat,Health and Hygiene,199.6084
DRE49,20.75,Low Fat,Soft Drinks,151.1024
FDZ59,6.63,Regular,Baking Goods,166.15
NCH43,8.42,Low Fat,Household,217.4192
DRC01,5.15,Regular,Soft Drinks,48.4692
FDX28,5.15,Low Fat,Frozen Foods,100.7042
FDI19,15.1,Low Fat,Meat,243.1512
FDW15,15.35,Regular,Meat,149.7734
NCX18,15.35,Low Fat,Household,194.911
FDF20,12.85,Low Fat,Fruits and Vegetables,196.5768
FDN57,12.85,Low Fat,Snack Foods,141.2154
NCV53,8.27,Low Fat,Health and Hygiene,238.188
FDO20,12.85,Regular,Fruits and Vegetables,254.0382
FDJ56,8.985,Low Fat,Fruits and Vegetables,101.77
NCB18,19.6,Low Fat,Household,87.0514
FDZ20,16.1,Low Fat,Fruits and Vegetables,253.7356
NCR50,20.2,Low Fat,Household,151.634
FDL24,10.3,Regular,Baking Goods,170.9422
FDU38,10.8,Low Fat,Dairy,191.4504
DRB48,16.75,Regular,Soft Drinks,40.9822
FDS27,16.75,Regular,Meat,194.711
FDR43,18.2,Low Fat,Fruits and Vegetables,38.419
FDI12,9.395,Regular,Baking Goods,86.8856
FDU08,9.395,Low Fat,Fruits and Vegetables,99.7042
FDT56,9.395,Regular,Fruits and Vegetables,58.0246
DRD15,9.395,Low Fat,Dairy,233.1642
FDK26,5.46,Regular,Canned,185.224
DRJ13,12.65,Low Fat,Soft Drinks,159.2578
FDP44,16.5,Regular,Fruits and Vegetables,101.3332
FDV40,17.35,Low Fat,Frozen Foods,73.6038
FDN28,5.88,Regular,Frozen Foods,101.399
FDY13,12.1,Low Fat,Canned,74.767
NCM17,7.93,Low Fat,Health and Hygiene,42.7086
DRE48,8.43,Low Fat,Soft Drinks,196.8768
FDA57,8.43,Low Fat,Snack Foods,39.548
NCX18,14.15,Low Fat,Household,197.111
DRK13,14.15,Low Fat,Soft Drinks,197.0084
FDL57,14.15,Regular,Snack Foods,257.7304
FDR27,15.1,Regular,Meat,131.3942
FDB52,17.75,Low Fat,Dairy,257.2672
FDQ10,12.85,Low Fat,Snack Foods,171.6422
FDY60,10.5,Regular,Baking Goods,143.9128
FDH33,10.5,Low Fat,Snack Foods,44.1428
FDG56,10.5,Regular,Fruits and Vegetables,60.5536
FDS07,12.35,Low Fat,Fruits and Vegetables,112.2518
FDZ13,7.84,Regular,Canned,51.335
FDO31,6.76,Regular,Fruits and Vegetables,78.396
DRD49,9.895,Low Fat,Soft Drinks,236.8564
FDW12,8.315,Regular,Baking Goods,146.6444
FDP57,17.5,Low Fat,Snack Foods,103.699
FDO21,11.6,Regular,Snack Foods,223.0404
NCY18,7.285,Low Fat,Household,173.2054
NCR30,20.6,Low Fat,Household,75.0696
FDZ20,16.1,Low Fat,Fruits and Vegetables,255.7356
NCK17,11,Low Fat,Health and Hygiene,40.948
FDX26,17.7,Low Fat,Dairy,180.6292
FDR24,17.35,Regular,Baking Goods,90.883
FDQ22,17.35,Low Fat,Snack Foods,40.9822
FDP07,18.2,Low Fat,Fruits and Vegetables,194.711
FDV04,7.825,Regular,Frozen Foods,155.2288
FDL48,19.35,Regular,Baking Goods,48.5034
FDE16,8.895,Low Fat,Frozen Foods,210.3954
NCK42,7.475,Low Fat,Household,217.4192
FDH58,12.3,Low Fat,Snack Foods,115.9834
FDD46,6.035,Low Fat,Snack Foods,155.0998
FDW58,20.75,Low Fat,Snack Foods,107.1622
NCL07,13.85,Low Fat,Others,41.048
FDU12,15.5,Regular,Baking Goods,263.9568
FDO52,11.6,Regular,Frozen Foods,171.0106
FDT16,11.6,Regular,Frozen Foods,258.7278
FDG12,6.635,Regular,Baking Goods,121.1098
FDX22,6.785,Regular,Snack Foods,208.9928
DRG37,16.2,Low Fat,Soft Drinks,156.4972
FDI26,5.94,Low Fat,Canned,176.4344
FDK34,13.35,Low Fat,Snack Foods,236.3564
FDO25,6.3,Low Fat,Canned,208.527
FDV47,17.1,Low Fat,Breads,84.4566
FDU13,8.355,Low Fat,Canned,146.5418
FDN57,18.25,Low Fat,Snack Foods,142.0154
DRG01,18.25,Low Fat,Soft Drinks,74.767
FDU57,18.25,Regular,Snack Foods,149.8708
FDF24,18.25,Regular,Baking Goods,81.9934
FDP39,12.65,Low Fat,Meat,51.0324
DRJ39,12.65,Low Fat,Dairy,219.5482
FDN02,16.5,Low Fat,Canned,208.2638
FDS24,20.85,Regular,Baking Goods,87.2514
FDW51,6.155,Regular,Meat,213.756
NCR29,7.565,Low Fat,Health and Hygiene,57.393
FDE29,8.905,Low Fat,Frozen Foods,61.4878
NCX54,9.195,Low Fat,Household,105.8622
FDF02,16.2,Low Fat,Canned,101.299
NCR53,16.2,Low Fat,Health and Hygiene,223.8404
FDV01,16.2,Regular,Canned,155.1314
FDX46,12.3,Regular,Snack Foods,59.1562
DRD25,6.135,Low Fat,Soft Drinks,111.986
FDX57,17.25,Regular,Snack Foods,95.2068
FDA04,11.3,Regular,Frozen Foods,257.2962
FDB04,11.3,Regular,Dairy,88.6856
NCR41,17.85,Low Fat,Health and Hygiene,96.6094
FDE24,14.85,Low Fat,Baking Goods,142.0812
NCM41,16.5,Low Fat,Health and Hygiene,95.212
DRG13,17.25,Low Fat,Soft Drinks,162.5526
FDV34,10.695,Regular,Snack Foods,73.0038
FDK24,10.695,Low Fat,Baking Goods,46.6744
FDX46,12.3,Regular,Snack Foods,57.5562
NCB31,6.235,Low Fat,Household,264.791
FDR55,12.15,Regular,Fruits and Vegetables,187.9872
FDM16,8.155,Regular,Frozen Foods,74.7354
FDJ33,8.895,Regular,Snack Foods,121.973
FDF33,7.97,Low Fat,Seafood,107.6596
DRH36,16.2,Low Fat,Soft Drinks,74.0696
NCS53,14.5,Low Fat,Health and Hygiene,160.3604
NCN53,14.5,Low Fat,Health and Hygiene,36.3874
FDC38,15.7,Low Fat,Canned,131.7942
FDD36,13.3,Low Fat,Baking Goods,119.9124
FDF22,6.865,Low Fat,Snack Foods,212.6218
FDB16,8.21,Low Fat,Dairy,86.0198
FDR26,20.7,Low Fat,Dairy,177.6028
FDO52,11.6,Regular,Frozen Foods,169.3106
FDF16,11.6,Low Fat,Frozen Foods,149.0076
FDR52,12.65,Regular,Frozen Foods,191.7846
FDW38,12.65,Regular,Dairy,54.8298
FDK03,12.6,Regular,Dairy,256.1356
FDQ33,13.35,Low Fat,Snack Foods,148.8708
DRF23,4.61,Low Fat,Hard Drinks,174.4396
FDI15,13.8,Low Fat,Dairy,263.7884
NCL41,13.8,Low Fat,Health and Hygiene,34.3216
FDW40,14,Regular,Frozen Foods,140.7812
FDZ12,9.17,Low Fat,Baking Goods,144.847
FDK60,16.5,Regular,Baking Goods,98.9068
FDX25,16.7,Low Fat,Canned,180.9292
NCM30,16.7,Low Fat,Household,39.2796
FDK14,6.98,Low Fat,Canned,82.5934
NCP18,12.15,Low Fat,Household,149.3708
FDH26,19.25,Regular,Canned,140.1496
DRK23,19.25,Low Fat,Hard Drinks,251.904
FDB60,9.3,Low Fat,Baking Goods,194.6136
NCN17,11,Low Fat,Health and Hygiene,101.4358
FDE10,6.67,Regular,Snack Foods,131.4626
FDR58,6.675,Low Fat,Snack Foods,92.9462
FDA33,6.48,Low Fat,Snack Foods,147.0076
